benchmark,methods,pop_size,generations,run ke-1,run ke-2,run ke-3,run ke-4,run ke-5,run ke-6,run ke-7,run ke-8,run ke-9,run ke-10,run ke-11,run ke-12,run ke-13,run ke-14,run ke-15,run ke-16,run ke-17,run ke-18,run ke-19,run ke-20
X-n106-k14,CA-NN,50,40,28432.64423,28663.725,28462.67885,29096.575,28522.43654,29221.39615,29567.57308,28611.80769,28962.725,29071.99808,29311.85962,28432.87885,29473.95385,28643.71731,28547.53462,28451.95385,28401.54231,29055.38269,28554.82692,28714.84038
X-n106-k14,CA-NN,50,41,28482.48269,28655.30385,28425.84423,29102.94423,28369.45577,28806.08654,29298.19423,28453.41923,29049.45192,28977.11346,29349.90577,28480.71154,29185.13654,28788.53077,28661.21923,28640.75962,28390.72308,29193.26538,28561.35769,28642.31538
X-n106-k14,CA-NN,50,42,28521.325,28563.65962,28440.08077,29319.13269,28375.40769,28840.24808,29040.29423,28502.275,29169.40385,28926.26731,29366.62115,28432.99423,29190.675,28801.03654,28646.24615,28539.34808,28492.55577,29170.11154,28592.51346,28542.525
X-n106-k14,CA-NN,50,43,28496.03077,28566.06154,28525.47885,29328.84615,28395.12115,28745.17692,28782.52692,28671.81538,29116.74038,28853.49038,29630.51731,28430.65,29237.55769,28795.03269,28567.48654,28664.35385,28459.78269,28704.14808,28681.20192,28599.18462
X-n106-k14,CA-NN,50,44,28658.51923,28533.63846,28549.62308,29105.85385,28483.46346,28916.86923,28797.59615,28717.25769,28938.03654,28975.20192,29543.72115,28454.17885,29320.42885,28773.69615,28611.98077,28592.175,28400.70192,28669.31346,28559.26346,28656.25769
X-n106-k14,CA-NN,50,45,28485.31731,28596.39615,28528.48269,28829.95192,28444.77115,28875.98077,28787.46923,28862.97692,28933.00769,28942.62115,29757.84038,28473.23462,29308.075,28832.13846,28440.10385,28821.86538,28482.475,28667.75385,28807.47885,28611.01154
X-n106-k14,CA-NN,50,46,28536.02308,28736.34038,28468.36346,28781.59615,28462.15385,28865.55,28848.57692,28761.35962,28913.43077,28892.66731,29570.62308,28473.80577,29109.13846,28807.35,28370.625,28870.075,28804.50769,28284.25,28774.475,28609.91923
X-n106-k14,CA-NN,50,47,28536.77115,28726.43077,28641.15769,28646.83077,28519.02885,28794.53462,28783.01731,28634.19038,28768.24615,28778.71731,29511.95577,28549.93462,29120.61923,28859.09615,28253.225,28804.16154,29001.51154,28222.12308,28610.325,28599.825
X-n106-k14,CA-NN,50,48,28594.06346,28790.39038,28704.06154,28730.56923,28464.39231,28993.86346,28675.64423,28532.49808,28560.90385,28781.23462,29425.15962,28624.13077,29006.03846,28965.23462,28240.59423,28963.55192,28913.09423,28150.33269,28689.45769,28656.59615
X-n106-k14,CA-NN,50,49,29027.67692,28813.50577,28670.34423,28729.53269,28520.71731,28948.31346,28555.62692,28463.82885,28518.67115,28853.46538,29177.22692,28819.61731,29105.575,29023.15577,28202.05962,29092.97308,29188.60769,28200.93269,28756.66923,28547.40192
X-n106-k14,CA-NN,50,50,28789.89423,28846.56538,28840.26346,28803.31923,28588.57692,29012.52885,28463.625,28503.84423,28558.02885,28890.48269,29355.73462,28894.63077,29002.53269,29078.96346,28245.92885,28702.99231,29093.05385,28226.08846,28698.79231,28566.31923
X-n106-k14,CA-KNN2,50,1,32472.02115,32430.68269,32421.69038,32393.45385,32353.22692,32148.56731,32342.78462,32275.09423,32398.30192,32295.09038,32266.61154,32410.95577,32482.12692,32261.575,32097.1,32224.19231,32145.66538,32466.22115,32270.55,32464.38846
X-n106-k14,CA-KNN2,50,2,32691.41923,32657.26154,32806.36923,32725.35385,32968.29231,32455.23462,32600.74808,32587.46731,32653.93654,32572.41154,32723.85,32675.37115,32627.9,32720.57115,32622.39423,32484.39038,32365.55192,32868.22308,32708.66538,33098.14038
X-n106-k14,CA-KNN2,50,3,32914.30962,32851.64038,33008.72115,33039.68269,33325.97692,32664.63269,33013.34038,33096.56346,32840.43462,32611.08846,33003.15962,32803.08462,32981.675,32952.56731,32732.42692,32770.23077,32931.46538,32871.40577,32785.14423,33273.42115
X-n106-k14,CA-KNN2,50,4,32787.44808,33214.33654,33297.13846,33220.15769,33607.79231,32855.09231,33279.91154,33229.16538,32801.65385,33075.78846,33281.77885,32626.10769,33468.25192,33023.74038,33457.56923,32873.46538,33302.3,33274.36923,32734.41346,33496.3
X-n106-k14,CA-KNN2,50,5,32910.50385,33355.77308,33354.60962,33369.25769,33818.19038,32913.55962,33388.30192,33678.50962,32717.72692,32929.475,33428.38462,32768.42115,33482.76923,32849.67308,33781.14038,33116.94615,33148.15962,33496.98077,32773.03462,33565.48846
X-n106-k14,CA-KNN2,50,6,32885.84808,33818.58269,33631.61346,33581.01154,33398.18077,33288.82308,33230.41923,33533.38462,32830.67115,33044.175,33615.21731,32912.54231,33421.72692,32673.125,33581.53077,33611.15385,33059.6,33511.65577,32708.20769,33623.82885
X-n106-k14,CA-KNN2,50,7,33230.99808,33683.31154,33982.92308,34244.90769,33923.325,33539.99231,33308.48077,33246.05962,32681.32308,33050.93846,33645.97308,33135.21538,33446.00192,32961.54423,33822.32885,33844.70577,33337.51538,33634.13846,32947.125,33749.41346
X-n106-k14,CA-KNN2,50,8,32987.60769,33722.31923,34199.31923,34092.96731,33970.63462,33084.92885,33341.275,32995.33462,32721.97692,32893.63462,33797.77308,33457.45769,33335.45192,33010.63462,33479.30192,33747.80385,33585.25962,34298.07115,32681.14231,33410.05385
X-n106-k14,CA-KNN2,50,9,32998.06538,33803.83846,34095.48269,34343.51731,34077.05769,33057.475,33137.2,32674.11731,33011.89423,33047.71731,33992.33269,33644.175,33980.73462,32889.27885,33993.55192,33811.35577,33784.21731,33986.80577,32729.63077,33821.48654
X-n106-k14,CA-KNN2,50,10,32522.475,34225.18846,33709.50385,34378.58462,33734.65,33145.56538,32740.75577,32412.35577,33060.28654,32778.4,33702.27115,33705.08269,34205.57885,32396.26731,34148.89423,33413.72115,34025.26731,33611.65,32638.76154,33974.83846
X-n106-k14,CA-KNN2,50,11,32356.52115,33984.09423,33747.30769,34409.08269,33192.47308,33291.35769,32600.71538,32714.73654,32953,32292.85385,34022.51538,33638.56538,34313.28654,31802.87885,34394.53077,33024.40577,33397.86154,33608.21154,32772.85192,33945.94231
X-n106-k14,CA-KNN2,50,12,31448.91154,33739.66731,33753.6,34211.00192,33416.71731,33328.90385,32527.67692,32733.33846,33100.41923,32277.35962,34442.86346,33623.19423,33925.77885,31838.28654,34704.13462,33116.43846,33495.75769,33457.51538,33002.58846,34271.51538
X-n106-k14,CA-KNN2,50,13,31372.14231,33734.35192,33225.16538,34051.72692,32843.05962,33326.82308,32352.03462,32522.60962,32860.83269,32705.46731,34115.1,33629.44231,33534.68654,31480.19038,34154.02692,32730.04423,33524.69808,33503.12692,32641.43269,34393.79231
X-n106-k14,CA-KNN2,50,14,31326.38654,33347.01154,32979.75577,33820.57885,32755.24038,32785.24423,33004.13654,32018.61538,33149.93269,32375.73846,34071.80769,33864.99038,33273.08077,30814.22692,34247.59615,32504.19231,33466.07308,33766.37885,33042.02692,34027.40577
X-n106-k14,CA-KNN2,50,15,31623.67885,33091.21538,32742.15,33538.59423,32183.99423,32756.71154,32503.30962,32406.50962,32991,32562.13846,33570.43077,34034.73846,33176.38077,30409.42308,33945.89615,32668.01731,33529.53462,33301.88462,33585.05962,34118.29038
X-n106-k14,CA-KNN2,50,16,31297.95192,32984.25962,32796.10769,33443.41538,31733.76346,32842.39423,31803.19423,32271.65577,33313.20192,32693.06538,33231.36731,33967.75769,33322.58462,30230.90385,33473.53846,32404.39808,33595.54423,32570.29231,33839.53846,34111.68077
X-n106-k14,CA-KNN2,50,17,31429.49615,33243.89231,32749.28269,33411.97115,31758.95769,33046.65769,31698.97115,31985.13077,33343.29423,32783.03846,33410.01346,33842.40577,33565.41538,30453.69423,33390.89615,32290.04231,33390.85192,32139.97308,33835.85577,33870.83269
X-n106-k14,CA-KNN2,50,18,30725.10769,32674.66923,32701.32308,33340.62885,31486.00577,32859.44231,31551.19038,32273.70962,33399.01731,32307.75769,33632.13269,33193.77115,33277.75385,30637.95192,33569.46346,32526.12308,33316.23269,32661.10385,33726.13846,33948.20385
X-n106-k14,CA-KNN2,50,19,30941.55,32675.31154,32614.33654,33577.76923,31313.08269,32541.825,31503.40962,32315.98846,33355.67115,32694.84423,33700.34038,33005.41923,32988.91346,30621.61346,33385.88269,32671.43077,33561.02885,32356.74808,33230.38654,34054.94038
X-n106-k14,CA-KNN2,50,20,30997.94423,32557.33462,32645.97692,33264.45385,31145.26346,32391.45962,31200.39038,32101.67115,32972.69231,32447.04038,33491.95577,32859.29231,32358.80192,30201.41538,33468.25,32697.58077,33201.17885,32728.94231,33237.08077,34234.35769
X-n106-k14,CA-KNN2,50,21,30778.39615,32046.55385,32561.68846,32747.94423,31007.60577,32405.40192,30828.45385,31149.43269,32850.275,32691.29808,33058.75769,32621.25192,32742.45577,30456.05192,33367.43462,32853.36346,33357.3,31754.98846,33126.66923,34255.70962
X-n106-k14,CA-KNN2,50,22,31243.31923,31568.40962,32167.85,32788.46923,31404.02885,32138.63077,30754.49423,31447.24038,32562.36538,32505.01923,33070.875,32238.50192,32956.01731,30127.97308,33355.89808,32798.01346,32902.42692,32131.14038,32852.22692,33660.33269
X-n106-k14,CA-KNN2,50,23,31172.00962,31516.28269,32331.54808,32532.71923,31302.93077,31839.72885,30648.65769,31337.50577,32064.21731,32401.61154,33495.61154,31666.83846,32655.77115,30318.3,33228.90385,32616.85769,32723.56923,31611.28654,33230.28846,34250.65
X-n106-k14,CA-KNN2,50,24,31015.65769,31725.14808,32029.47885,32430.45962,31594.56923,31733.06154,30482.14231,31154.60385,31869.23654,32438.23462,33489.78077,31782.59231,32320.97692,30149.7,33137.96346,32748.77115,32899.25,31040.14038,32978.57115,34261.17692
X-n106-k14,CA-KNN2,50,25,31129.38846,31668.87885,31763.19423,32863.75769,31337.10385,31765.03462,30512.90385,31285.25192,31396.125,32095.88077,33521.34615,31770.00577,32087.76154,30167.96731,32898.11154,32544.87115,32979.61923,31093.09423,32941.69808,34319.47692
X-n106-k14,CA-KNN2,50,26,30925.01923,31344.61923,31577.95192,32951.47885,31272.91923,31948.26154,30368.21923,31033.28462,31514.86538,32150.08269,33211.70962,31656.70769,31601.09615,30094.06923,32762.78462,32118.42885,33138.64038,30839.86538,32552.15769,33883.82308
X-n106-k14,CA-KNN2,50,27,31012.54038,31296.01923,31462.08077,32782.07692,31214.89615,31707.07692,30215.55385,30660.34808,31371.05577,32134.9,33113.675,31953.21346,31573.025,30003.54615,32658.07115,32007.54423,33721.91346,30774.58654,32031.06731,33521.14038
X-n106-k14,CA-KNN2,50,28,30998.76731,30983.28462,31346.06346,32404.40962,30851.66731,31415.87308,30042.41923,30516.49038,31455.74038,32357.91538,32877.58846,31504.28077,31863.74231,29844.83269,32638.38269,31331.725,33535.91731,30671.06923,31650.23269,33093.87885
X-n106-k14,CA-KNN2,50,29,30475.06154,31054.24808,31159.46154,32488.88654,30681.13269,31499.85,29915.03077,30541.73462,31263.06538,32532.81731,32676.31346,31451.32885,31871.56154,30120.74038,32590.08077,30931.20385,33150.46538,30546.76538,31378.90192,33055.97885
X-n106-k14,CA-KNN2,50,30,30485.73846,31097.23077,31246.32115,32395.11923,30772.01538,31503.825,29778.76154,30595.04423,31264.97115,31922.19231,32255.93654,31171.36346,31715.05769,29851.68269,32545.34231,31220.40962,32775.675,30599.26538,31172.52885,32879.75577
X-n106-k14,CA-KNN2,50,31,30448.79615,31132.47308,31560.87115,32236.6,30695.76538,31304.75385,29690.375,30799.85769,31323.69231,32248.66154,31940.51538,31172.91731,31686.79808,29730.97308,32334.99231,30840.85,32976.725,30340.48654,31156.07115,32786.84615
X-n106-k14,CA-KNN2,50,32,30416.81731,30971.61346,31516.11731,31882.87692,30551.03462,31584.18654,29639.06154,30677.86346,30980.42115,31991.81154,31942.05577,30941.41923,31801.02692,29830.14808,32332.64038,31493.43846,33154.20577,30238.77692,30951.56346,32510.62115
X-n106-k14,CA-KNN2,50,33,30447.01346,30870.68077,31309.28846,31680.93654,30489.89808,31462.64423,29753.32115,30557.77885,30587.35192,31813.93846,31889.43654,30918.59423,31415.74231,29937.96346,32531.34808,31401.12885,33043.35,29916.25962,30788.19808,32552.76346
X-n106-k14,CA-KNN2,50,34,29952.03269,30925.01538,31368.20577,31402.83846,30066.42308,31375.05385,29594.98269,30303.38462,30419.3,31759.36346,31897.44038,30883.99808,31452.29423,29798.39423,32141.47692,31556.975,32685.27885,29754.17885,30998.04038,32475.69231
X-n106-k14,CA-KNN2,50,35,29674.76731,30877.43269,31341.53462,31393.80769,30061.50769,31448.14808,29590.69423,30437.63077,30304.59038,31465.09038,31821.58269,30954.65192,31400.82115,29589.43462,32088.47692,31260.93077,32782.53269,29883.49038,31313.59423,32799.04615
X-n106-k14,CA-KNN2,50,36,30009.40192,30878.98462,31322.23654,31332.73654,29630.825,31441.625,29516.625,30639.09423,30253.77308,31567.45,31619.36346,30929.66346,31096.21923,29641.60769,31875.04808,31239.56731,32894.23077,29920.36346,31172.82308,32626.94808
X-n106-k14,CA-KNN2,50,37,29919.49808,30940.56923,31376.26731,31260.41538,29622.10192,31448.74038,29548.79231,30491.14231,30325.32885,31868.59423,31553.00192,30976.71731,30945.71154,29335.08269,31576.25769,31068.15769,32837.56538,29833.44231,31155.99615,32534.79038
X-n106-k14,CA-KNN2,50,38,30113.875,30941.20192,31429.03077,31315.11154,29576.61923,31510,29652.90385,30310.18654,30059.50577,31604.12885,31326.71346,30949.01538,30997.25769,29225.59808,31320.40192,30989.89038,33143.6,29831.77115,30984.11538,32337.99808
X-n106-k14,CA-KNN2,50,39,30307.69038,30846.08077,31174.38269,31297.40769,29484.81731,31447.50769,29798.375,30211.79038,29917.57115,31151.86346,31360.17308,31082.75962,31242.06346,29008.54423,31370.96538,30922.74231,32627.76154,29897.02885,30748.74231,31983.30962
X-n106-k14,CA-KNN2,50,40,30449.01923,30779.07308,31066.43654,31347.81731,29386.59038,31224.05769,29832.46538,30605.12115,29971.17885,31064.38846,31108.61538,31181.01154,30767.47308,29035.97308,31521.65769,30635.37692,32425,29827.52885,30803.48846,31743.43077
X-n106-k14,CA-KNN2,50,41,30146.02308,30615.30577,30918.95,31458.47885,29545.1,31092.18077,30061.34615,30528.28077,29520.4,31202.04615,31221.57308,31249.18846,30637.56154,29085.01538,31301.69038,30620.47692,32354.80385,29708.81538,30853.88846,32042.99231
X-n106-k14,CA-KNN2,50,42,29762.66346,30378.65577,30303.75385,31423.57115,29390.88269,31148.84231,29884.90962,30494.44615,29382.225,30492.69808,31072.95192,30970.04808,30566.13077,29127.15577,31273.43462,30332.23654,32503.16154,29858.20385,30803.72115,32247.78077
X-n106-k14,CA-KNN2,50,43,29681.66346,30585.93654,30193.78846,31241.61731,29495.50385,31142.73846,29548.61538,30375.88077,29509.08077,30349.15962,30940.83654,30976.68654,30682.83654,29145.89231,31344.09615,30751.94231,32327.35962,29954.91154,30719.09231,32079.18269
X-n106-k14,CA-KNN2,50,44,29559.77885,30559.90192,30207.56538,31231.38654,29663.76154,31089.67885,29469.70577,30396.66154,29773.475,30356.88846,30958.38846,31021.16731,30390.38269,29093.72692,31365.05769,30920.35385,32270.85192,29791.75577,30484.23462,31848.75769
X-n106-k14,CA-KNN2,50,45,29300.46923,30659.52885,30243.41154,31208.80769,29396.60769,30827.78462,29586.29615,30325.09615,29794.80962,30344.05,31013.48462,31130.21538,30561.91154,29163.65192,31230.65192,30906.98462,32045.74423,29674.61923,30281.75,31847.24231
X-n106-k14,CA-KNN2,50,46,29304.92115,30604.00577,30466.12115,31390.82308,29496.80962,30702.03654,29654.57692,30221.21154,29475.26346,30324.75962,31207.08846,30775.00769,30400.57115,29230.73462,31063.85192,30814.01538,32049.59808,29465.24808,30104.25192,31822.47115
X-n106-k14,CA-KNN2,50,47,29362.34423,30469.32115,30207.18269,31212.76154,29416.16731,30684.98269,29572.09808,30076.09038,29444.14423,29765.27885,31176.79808,30690.12885,30494.15385,29163.60577,31117.38462,30721.71346,31751.39615,29412.21923,30015.94231,31836.35577
X-n106-k14,CA-KNN2,50,48,29523.67885,30483.58462,30068.55,31226.12115,29288.425,30674.92115,29553.71731,29875.16154,29448.325,29770.15192,31108.47885,30734.03269,30406.97692,29167.77308,31092.12308,30859.92885,31425.82308,29211.86731,30162.00385,31818.31731
X-n106-k14,CA-KNN2,50,49,29419.35769,30196.55385,29942.84038,30840.39808,29394.46154,30488.34423,29889.66538,29775.4,29100.13846,29434.61923,31084.14615,30918.325,30205.09423,29368.3,31070.88077,30906.01731,31521.72308,29202.46731,30535.70962,31864.13269
X-n106-k14,CA-KNN2,50,50,29442.07885,30132.41538,30004.53654,30721.50769,29412.43077,30141.66154,29947.04423,29634.13846,29090.86346,29478.65577,30966.54423,30725.47115,30327.72692,29350.29615,31002.125,30712.26346,31566.28462,29327.52692,30563.83269,31718.29615
X-n106-k14,CA-KNN3,50,1,33506.94038,33287.40962,33431.34423,33555.04808,33638.1,33418.76731,33347.9,33261.725,33176.37692,33413.12115,33162.28846,33334.45769,33456.08846,33433.50192,33441.76923,33601.90192,33330.43462,33330.72692,33386.51154,33119.86346
X-n106-k14,CA-KNN3,50,2,34010.71346,33486.91346,33586.81923,33809.17885,34183.65385,33991.35769,33698.94808,33804.36538,33518.31538,33970.99231,33469.42885,33711.45577,33712.68269,33797.725,33740.83846,33754.75192,33478.69423,33679.16538,33792.94423,33404.65
X-n106-k14,CA-KNN3,50,3,33935.80577,33830.19615,33867.69231,33966.65769,34347.67115,33771.35962,33833.06538,34173.01154,33718.82885,34123.27692,33933.33269,33539.27692,33954.93462,33700.10385,33859.96346,33806.59808,33564.63654,33863.08077,33854.63654,33634.66346
X-n106-k14,CA-KNN3,50,4,33927.67308,33900.175,33873.24423,34101.11731,34265.97885,33834.93269,33626.21923,34291.95192,33549.73269,34031.03846,34262.77885,33404.15385,33991.90577,34301.81731,33989.00385,33828.94038,33784.05192,33672.89423,33932.6,33579.62115
X-n106-k14,CA-KNN3,50,5,34101.68462,34386.67308,34081.13077,34019.18846,34360.82692,34110.06538,33704.05962,34085.23462,33340.375,34152.60962,34533.60577,33500.06923,34427.81346,34166.31538,33804.83077,33794.88077,33706.99231,33741.13462,34199.73846,33702.24423
X-n106-k14,CA-KNN3,50,6,34281.02885,34541.11923,34341.19231,34294.92692,34547.95577,34408.6,33886.12885,34154.98269,33062.91923,34226.90385,34486.55385,33706.14038,34629.03269,34530.13462,33741.90962,33905.71346,33989.29808,33945.96731,34234.71346,33553.56923
X-n106-k14,CA-KNN3,50,7,34432.64038,34237.85,34456.275,34041.67308,34572.24615,34545.65192,33813.975,33972.22692,33369.64615,34828.61731,34531.54615,33751.32692,34503.84615,34568.17692,34048.35769,33601.60769,33698.04615,33951.28654,34296.79423,33664.73269
X-n106-k14,CA-KNN3,50,8,34562.70192,33393.48654,34526.42692,33494.95,34481.97115,34741.54615,33969.32885,34302.68846,33310.15385,34431.06154,34439.77692,33905.79615,34404.88654,34036.33269,33608.06923,33665.00577,33628.85385,34291.89808,34517.43077,33763.36538
X-n106-k14,CA-KNN3,50,9,34865.94808,32982.24808,34655.38846,32993.96346,34478.49423,34710.04038,34430.84231,34275.32308,33335.10962,34077.66154,34665.94423,34067.37115,34654.89423,34151.30192,33456.40192,34111.48077,33851.08077,34448.31731,34557.99423,34162.54038
X-n106-k14,CA-KNN3,50,10,34855.69423,33255.36538,34573.13462,32806.09808,34360.66923,34890.30769,34498.96346,34130.70769,33480.16923,33947.65192,34568.27692,33782.93269,34879.89231,34226.03077,33445.78654,34123.91346,33958.49423,34563.4,34806.33269,33701.47308
X-n106-k14,CA-KNN3,50,11,34818.24038,34000.36731,34715.79615,32595.14231,34314.72308,34861.56731,34390.08077,34039.16346,33732.06346,34301.37308,34618.66346,33647.79808,34861.13654,34140.73462,33341.83846,34430.32308,34074.33462,34539.725,34750.30385,33633.89231
X-n106-k14,CA-KNN3,50,12,34368.39231,34031.00962,34562.78462,32433.075,34261.09808,34818.63654,34422.61731,33855.03654,33548.92115,34630.03077,34199.87885,33768.96154,34815.9,33959.32308,33452.56731,34370.14231,34328.59423,34614.58269,34922.67308,33211.21923
X-n106-k14,CA-KNN3,50,13,34050.55385,33722.73269,34856.04231,32192.07885,34329.54038,34699.88077,34818.12885,33494.775,32982.85,34175.76346,34078.92692,33143.90577,34320.08846,33861.875,33283.15192,34114.13654,34610.87692,34081.01538,34649.59615,33748.91154
X-n106-k14,CA-KNN3,50,14,33748.27115,33798.98654,34844.30962,31531.58462,33831.00192,34237.13077,34771.45,33283.98077,33247.76154,34474.82885,34298.58846,32789.97308,33665.46731,33947.19615,33313.44615,34080.48462,34467.49423,34650.33269,34676.69808,33481.90192
X-n106-k14,CA-KNN3,50,15,33785.01154,33564.91154,34910.49423,31445.84423,33686.18462,34123.68077,34664.33654,33334.13077,32714.1,34191.85962,33851.9,32810.02308,33636.77308,33841.56731,33082.37692,34188.89231,34248.11346,34770.22115,34780.51731,32910.38654
X-n106-k14,CA-KNN3,50,16,33840.19423,33117.32885,35087.45385,31462.44231,33231.95192,34147.19615,35166.49423,32723.46346,32251.97115,33876.11923,33909.56154,32949.18269,33295.92115,33630.66731,33436.83269,34011.00962,34593.28077,34845.52692,34792.46538,32350.25577
X-n106-k14,CA-KNN3,50,17,33594.98462,32955.55,34868.83462,31565.93269,32765.71538,34289.32308,34587.24615,32416.10385,31786.27115,34046.47115,34425.46346,32854.29231,33466.29808,33496.73077,33411.79231,33547.91731,34608.10769,34560.775,34463.31923,32545.30192
X-n106-k14,CA-KNN3,50,18,33493.54808,33061.07308,34428.05962,31364.11346,32779.93077,34222.86154,35172.40962,32377.57692,31888.6,33538.98269,34875.55962,32984.61731,33448.16154,34030.11538,33476.08077,33622.20962,34786.27115,34718.75769,34157.85,32093.95
X-n106-k14,CA-KNN3,50,19,33463.80385,32424.00577,34245.18654,31333.76154,32585.47308,34518.875,34654.83654,32150.93269,31834.41731,33477.77308,35199.32308,32537.12692,33277.98077,33876.39808,33329.72885,33881.33654,34771.93462,34666.66538,33939.75,32141.25962
X-n106-k14,CA-KNN3,50,20,33409.86731,32259.83654,33979.46346,31104.73654,32704.68269,33971.43269,34290.16538,31703.96923,31739.19423,33552.48077,35225.26346,32677.58846,33071.63077,33371.71923,33248.04615,34146.47308,34609.38846,34287.38846,33901.94231,32111.95
X-n106-k14,CA-KNN3,50,21,33341.29808,32594.19231,33773.99615,31089.87885,33148.42885,33906.78077,33771.56731,31747.85,31330.62692,33338.50577,35233.38462,32073.46923,32983.38462,33417.24038,33265.81154,33607.67308,34806.42692,34125.38077,33829.90385,32309.39231
X-n106-k14,CA-KNN3,50,22,33163.51154,33220.63269,33877.11154,31001.97308,32714.475,34002.84423,33846.46154,31306.43654,31251.1,33273.08462,35007.95,32046.06923,33141.24423,33322.34615,32630.69423,33375.92115,35272.36538,34162.43846,33645.68462,32221.475
X-n106-k14,CA-KNN3,50,23,33352.42115,32985.15192,33708.98269,30708.46346,32242.67885,34355.62308,33568.95577,30948.17885,31275.63269,33195.11154,35034.875,31888.38269,33218.99808,32935.70192,32720.12692,32849.38269,34510.02308,34093.06538,33882.20192,32149.36346
